species,latitude,longitude
Leopardus pardalis,15.9981,-93.46322
Eira barbara,15.9981,-93.46322
Leopardus wiedii,15.9981,-93.46322
Leopardus pardalis,15.92002,-93.21849
Herpailurus yagouaroundi,15.92002,-93.21849
Eira barbara,15.92002,-93.21849
Conepatus leuconotus,15.9981,-93.46322
Panthera onca,15.9981,-93.46322
Conepatus leuconotus,15.92002,-93.21849
Spilogale angustifrons,15.92002,-93.21849
Herpailurus yagouaroundi,15.9981,-93.46322
Panthera onca,15.92002,-93.21849
Procyon lotor,15.92002,-93.21849
Canis latrans,15.92002,-93.21849
Nasua narica,15.99428,-93.16194
Puma concolor,15.99428,-93.16194
Leopardus wiedii,15.99428,-93.16194
Eira barbara,15.96444,-93.27223
Panthera onca,15.99428,-93.16194
Nasua narica,15.96444,-93.27223
Canis latrans,15.88242,-93.27703
Puma concolor,15.88242,-93.27703
Panthera onca,15.88242,-93.27703
Urocyon cinereoargenteus,15.87245,-93.19419
Nasua narica,15.89175,-93.17357
Leopardus wiedii,15.87245,-93.19419
Puma concolor,15.8802,-93.24712
Nasua narica,17.97688,-93.17519
Leopardus wiedii,15.97336,-93.44727
Nasua narica,15.97336,-93.44727
Puma concolor,15.97336,-93.44727
Puma concolor,15.89339,-93.28399
Eira barbara,15.97336,-93.44727
Urocyon cinereoargenteus,17.97688,-93.17519
Eira barbara,15.96477,-93.47587
Nasua narica,15.96477,-93.47587
Urocyon cinereoargenteus,15.96477,-93.47587
Puma concolor,17.97563,-93.14978
Nasua narica,17.97563,-93.14978
Leopardus pardalis,15.96477,-93.47587
Puma concolor,15.96477,-93.47587
Leopardus pardalis,17.97563,-93.14978
Conepatus leuconotus,15.96477,-93.47587
Leopardus wiedii,15.96477,-93.47587
Herpailurus yagouaroundi,15.96477,-93.47587
Urocyon cinereoargenteus,15.97382,-93.1578
Puma concolor,15.99314,-93.15934
Nasua narica,15.97382,-93.1578
Puma concolor,15.97382,-93.1578
Leopardus wiedii,15.99314,-93.15934
Herpailurus yagouaroundi,15.97382,-93.1578
Nasua narica,15.99314,-93.15934
Puma concolor,15.97349,-93.17683
Nasua narica,15.87914,-93.20787
Nasua narica,15.97349,-93.17683
Puma concolor,15.96711,-93.44429
Leopardus wiedii,15.97382,-93.1578
Conepatus leuconotus,17.97688,-93.17519
Leopardus pardalis,15.97382,-93.1578
Leopardus pardalis,15.99314,-93.15934
Nasua narica,15.96711,-93.44429
Eira barbara,15.97382,-93.1578
Urocyon cinereoargenteus,15.99314,-93.15934
Urocyon cinereoargenteus,15.87914,-93.20787
Leopardus pardalis,15.97349,-93.17683
Leopardus wiedii,15.97349,-93.17683
Conepatus leuconotus,15.99314,-93.15934
Herpailurus yagouaroundi,15.99314,-93.15934
Spilogale angustifrons,15.99314,-93.15934
Eira barbara,15.87914,-93.20787
Puma concolor,15.87914,-93.20787
Spilogale angustifrons,15.87914,-93.20787
Herpailurus yagouaroundi,15.96711,-93.44429
Nasua narica,16.0166,-93.47816
Conepatus leuconotus,16.0166,-93.47816
Puma concolor,16.0166,-93.47816
Eira barbara,16.03422,-93.47679
Leopardus pardalis,16.03304,-93.46418
Nasua narica,16.03304,-93.46418
Puma concolor,16.03304,-93.46418
Leopardus pardalis,16.0166,-93.47816
Herpailurus yagouaroundi,16.0166,-93.47816
Nasua narica,16.03422,-93.47679
Leopardus pardalis,16.03422,-93.47679
Puma concolor,15.88135,-93.26812
Nasua narica,15.88135,-93.26812
Leopardus pardalis,17.97688,-93.17519
Puma concolor,15.99521,-93.16959
Nasua narica,15.99521,-93.16959
Herpailurus yagouaroundi,15.88135,-93.26812
Urocyon cinereoargenteus,15.86737,-93
Eira barbara,17.97688,-93.17519
Nasua narica,15.86737,-93
Puma concolor,15.86737,-93
Leopardus pardalis,15.86737,-93
Leopardus wiedii,15.86737,-93
Spilogale angustifrons,15.86737,-93
Herpailurus yagouaroundi,17.97688,-93.17519
Puma concolor,17.97688,-93.17519
Nasua narica,15.88611,-93.29049
Nasua narica,15.94093,-93.17221
Urocyon cinereoargenteus,15.89965,-93.1732
Puma concolor,15.94093,-93.17221
Leopardus wiedii,17.97688,-93.17519
Leopardus wiedii,15.94093,-93.17221
Nasua narica,15.89965,-93.1732
Puma concolor,15.95623,-93.26316
Puma concolor,15.93381,-93.16064
Leopardus pardalis,15.89965,-93.1732
Leopardus wiedii,15.89965,-93.1732
Puma concolor,15.89965,-93.1732
Leopardus wiedii,15.92206,-93.16273
Urocyon cinereoargenteus,15.92206,-93.16273
Leopardus wiedii,15.88611,-93.29049
Nasua narica,15.92206,-93.16273
Leopardus wiedii,15.95623,-93.26316
Urocyon cinereoargenteus,15.88611,-93.29049
Eira barbara,15.89965,-93.1732
Spilogale angustifrons,15.89965,-93.1732
Eira barbara,15.92206,-93.16273
Leopardus pardalis,15.92206,-93.16273
Puma concolor,15.92206,-93.16273
Leopardus pardalis,15.95623,-93.26316
Herpailurus yagouaroundi,15.95623,-93.26316
Eira barbara,15.88611,-93.29049
Panthera onca,15.88611,-93.29049
Procyon lotor,17.97688,-93.17519
Puma concolor,15.96944,-93.43655
Puma concolor,15.96029,-93.47791
Nasua narica,15.9703,-93.42877
Leopardus pardalis,15.9703,-93.42877
Puma concolor,15.9703,-93.42877
Panthera onca,15.96029,-93.47791
Puma concolor,15.92126,-93.17578
Leopardus wiedii,15.96944,-93.43655
Leopardus wiedii,15.97035,-93.45275
Nasua narica,15.96029,-93.47791
Leopardus pardalis,15.96944,-93.43655
Nasua narica,15.96944,-93.43655
Puma concolor,15.97035,-93.45275
Conepatus leuconotus,15.96029,-93.47791
Urocyon cinereoargenteus,15.96029,-93.47791
Nasua narica,15.92126,-93.17578
Conepatus leuconotus,15.97035,-93.45275
Leopardus pardalis,15.96029,-93.47791
Eira barbara,15.92126,-93.17578
Leopardus pardalis,15.92126,-93.17578
Puma concolor,15.92435,-93.15477
Leopardus wiedii,15.92435,-93.15477
Panthera onca,15.9703,-93.42877
Eira barbara,15.96944,-93.43655
Panthera onca,15.96944,-93.43655
Leopardus pardalis,15.97035,-93.45275
Nasua narica,15.97035,-93.45275
Urocyon cinereoargenteus,15.97035,-93.45275
Eira barbara,15.96029,-93.47791
Leopardus pardalis,16.03365,-93.4535
Puma concolor,15.97622,-93.48117
Puma concolor,15.97495,-93.46086
Leopardus pardalis,15.97495,-93.46086
Nasua narica,15.97495,-93.46086
Nasua narica,15.97622,-93.48117
Panthera onca,15.97622,-93.48117
Puma concolor,16.03365,-93.4535
Eira barbara,16.03365,-93.4535
Leopardus wiedii,16.03365,-93.4535
Puma concolor,16.03578,-93.47259
Puma concolor,15.98085,-93.44793
Leopardus wiedii,15.98085,-93.44793
Nasua narica,15.98085,-93.44793
Urocyon cinereoargenteus,15.98085,-93.44793
Procyon lotor,15.95435,-93.19634
Urocyon cinereoargenteus,15.96022,-93.24791
Nasua narica,15.96022,-93.24791
Puma concolor,15.96022,-93.24791
Leopardus wiedii,15.96022,-93.24791
Conepatus leuconotus,15.96022,-93.24791
Eira barbara,15.96022,-93.24791
Nasua narica,15.94617,-93.19361
Leopardus wiedii,15.9667,-93.44234
Eira barbara,15.9667,-93.44234
Puma concolor,15.9667,-93.44234
Cerdocyon thous,-15.40716,-55.83141
Puma concolor,-15.40716,-55.83141
Chrysocyon brachyurus,-15.40716,-55.83141
Nasua nasua,-15.40716,-55.83141
Leopardus pardalis,-15.40716,-55.83141
Procyon cancrivorus,-15.40716,-55.83141
Herpailurus yagouaroundi,-15.40716,-55.83141
Leopardus wiedii,-15.40716,-55.83141
Cerdocyon thous,-15.29453,-55.81211
Cerdocyon thous,-15.31253,-55.80881
Cerdocyon thous,-15.32181,-55.95267
Cerdocyon thous,-15.27469,-55.84822
Cerdocyon thous,-15.32753,-55.89586
Cerdocyon thous,-15.25994,-55.83844
Cerdocyon thous,-15.38489,-55.8387
Chrysocyon brachyurus,-15.32275,-55.97622
Chrysocyon brachyurus,-15.35753,-55.80994
Cerdocyon thous,-15.43742,-55.82594
Cerdocyon thous,-15.30861,-55.97658
Cerdocyon thous,-15.35394,-55.96831
Cerdocyon thous,-15.34358,-55.79478
Cerdocyon thous,-15.35753,-55.80994
Cerdocyon thous,-15.27617,-55.81319
Cerdocyon thous,-15.42531,-55.85803
Cerdocyon thous,-15.32736,-55.95944
Cerdocyon thous,-15.37489,-55.85778
Chrysocyon brachyurus,-15.34264,-55.85708
Chrysocyon brachyurus,-15.27947,-55.87242
Leopardus pardalis,-15.31011,-55.81019
Nasua nasua,-15.34272,-55.79394
Procyon cancrivorus,-15.30197,-55.97703
Nasua nasua,-15.34936,-55.80111
Puma concolor,-15.34936,-55.80111
Herpailurus yagouaroundi,-15.33242,-55.96533
Leopardus pardalis,-15.29642,-55.81153
Leopardus wiedii,-15.28336,-55.81333
Nasua nasua,-15.36242,-55.81531
Herpailurus yagouaroundi,-15.36242,-55.81531
Nasua nasua,-15.35583,-55.80808
Puma concolor,-15.35583,-55.80808
Leopardus pardalis,-15.30056,-55.83642
Nasua nasua,-15.31917,-55.93572
Puma concolor,-15.29814,-55.92928
Puma concolor,-15.30056,-55.83642
Puma concolor,-15.35528,-55.94628
Puma concolor,-15.35058,-55.96864
Nasua nasua,-25.63554,-54.44695
Leopardus pardalis,-25.63554,-54.44695
Eira barbara,-25.63554,-54.44695
Puma concolor,-25.63554,-54.44695
Herpailurus yagouaroundi,-25.63554,-54.44695
Leopardus guttulus,-25.63554,-54.44695
Cerdocyon thous,-25.63554,-54.44695
Panthera onca,-25.63554,-54.44695
Leopardus wiedii,-25.63554,-54.44695
Procyon cancrivorus,-25.63554,-54.44695
Galictis cuja,-25.63554,-54.44695
Nasua nasua,-25.5641,-54.1988
Nasua nasua,-25.5794,-54.094
Nasua nasua,-25.4705,-54.0241
Leopardus pardalis,-25.5933,-54.3961
Nasua nasua,-25.5086,-54.026
Leopardus pardalis,-25.4921,-54.0582
Leopardus pardalis,-25.6516,-54.4236
Nasua nasua,-25.5355,-54.3417
Puma concolor,-25.5097,-54.0902
Nasua nasua,-25.4759,-54.0926
Leopardus pardalis,-25.5277,-54.0592
Leopardus pardalis,-25.5794,-54.094
Eira barbara,-25.5933,-54.3961
Nasua nasua,-25.5616,-54.3678
Cerdocyon thous,-25.5698,-54.2686
Panthera onca,-25.5316,-54.1934
Leopardus pardalis,-25.4759,-54.0926
Nasua nasua,-25.5419,-54.0985
Leopardus pardalis,-25.5086,-54.026
Leopardus pardalis,-25.5609,-54.061
Leopardus pardalis,-25.6889,-54.4314
Nasua nasua,-25.5981,-54.356
Eira barbara,-25.5698,-54.2686
Leopardus pardalis,-25.5698,-54.2686
Leopardus pardalis,-25.5207,-54.2309
Puma concolor,-25.5316,-54.1934
Nasua nasua,-25.5316,-54.1934
Nasua nasua,-25.4751,-54.1654
Leopardus pardalis,-25.5097,-54.0902
Eira barbara,-25.5609,-54.061
Nasua nasua,-25.5609,-54.061
Leopardus pardalis,-25.6265,-54.3952
Nasua nasua,-25.6158,-54.4295
Puma concolor,-25.5933,-54.3961
Leopardus guttulus,-25.5933,-54.3961
Leopardus pardalis,-25.5785,-54.4316
Leopardus guttulus,-25.5785,-54.4316
Herpailurus yagouaroundi,-25.5785,-54.4316
Nasua nasua,-25.5685,-54.3313
Panthera onca,-25.5685,-54.3313
Leopardus pardalis,-25.5685,-54.3313
Nasua nasua,-25.549,-54.3012
Herpailurus yagouaroundi,-25.549,-54.3012
Panthera onca,-25.5698,-54.2686
Herpailurus yagouaroundi,-25.5698,-54.2686
Nasua nasua,-25.5698,-54.2686
Leopardus pardalis,-25.5542,-54.2369
Puma concolor,-25.5542,-54.2369
Puma concolor,-25.5207,-54.2309
Herpailurus yagouaroundi,-25.5207,-54.2309
Nasua nasua,-25.5207,-54.2309
Panthera onca,-25.5641,-54.1988
Nasua nasua,-25.4977,-54.1989
Nasua nasua,-25.5104,-54.1575
Puma concolor,-25.4751,-54.1654
Leopardus wiedii,-25.4929,-54.1263
Leopardus wiedii,-25.5097,-54.0902
Eira barbara,-25.4921,-54.0582
Nasua nasua,-25.4547,-54.0625
Procyon cancrivorus,-25.5277,-54.0592
Galictis cuja,-25.5277,-54.0592
Leopardus pardalis,-25.5419,-54.0985
Eira barbara,-25.5419,-54.0985
Eira barbara,-25.5086,-54.026
Procyon cancrivorus,-25.5086,-54.026
Nasua nasua,-25.541,-54.0191
Cerdocyon thous,-25.541,-54.0191
Leopardus guttulus,-25.541,-54.0191
Leopardus guttulus,-25.4907,-53.9944
Leopardus pardalis,-25.4523,-53.9932
Nasua nasua,-25.4523,-53.9932
Eira barbara,-25.5794,-54.094
Panthera onca,-25.6889,-54.4314
Puma concolor,-25.6889,-54.4314
Herpailurus yagouaroundi,-25.6889,-54.4314
Leopardus wiedii,-25.6889,-54.4314
Leopardus guttulus,-25.6889,-54.4314
Cerdocyon thous,-25.6889,-54.4314
Eira barbara,-25.6889,-54.4314
Galictis cuja,-25.6889,-54.4314
Procyon cancrivorus,-25.6889,-54.4314
Nasua nasua,-25.6889,-54.4314
Panthera onca,-25.6516,-54.4236
Puma concolor,-25.6516,-54.4236
Herpailurus yagouaroundi,-25.6516,-54.4236
Leopardus wiedii,-25.6516,-54.4236
Leopardus guttulus,-25.6516,-54.4236
Cerdocyon thous,-25.6516,-54.4236
Eira barbara,-25.6516,-54.4236
Galictis cuja,-25.6516,-54.4236
Procyon cancrivorus,-25.6516,-54.4236
Nasua nasua,-25.6516,-54.4236
Panthera onca,-25.6265,-54.3952
Puma concolor,-25.6265,-54.3952
Herpailurus yagouaroundi,-25.6265,-54.3952
Leopardus wiedii,-25.6265,-54.3952
Leopardus guttulus,-25.6265,-54.3952
Cerdocyon thous,-25.6265,-54.3952
Eira barbara,-25.6265,-54.3952
Galictis cuja,-25.6265,-54.3952
Procyon cancrivorus,-25.6265,-54.3952
Nasua nasua,-25.6265,-54.3952
Leopardus pardalis,-25.6158,-54.4295
Panthera onca,-25.6158,-54.4295
Puma concolor,-25.6158,-54.4295
Herpailurus yagouaroundi,-25.6158,-54.4295
Leopardus wiedii,-25.6158,-54.4295
Leopardus guttulus,-25.6158,-54.4295
Cerdocyon thous,-25.6158,-54.4295
Eira barbara,-25.6158,-54.4295
Galictis cuja,-25.6158,-54.4295
Procyon cancrivorus,-25.6158,-54.4295
Panthera onca,-25.5933,-54.3961
Herpailurus yagouaroundi,-25.5933,-54.3961
Leopardus wiedii,-25.5933,-54.3961
Cerdocyon thous,-25.5933,-54.3961
Galictis cuja,-25.5933,-54.3961
Procyon cancrivorus,-25.5933,-54.3961
Nasua nasua,-25.5933,-54.3961
Panthera onca,-25.5785,-54.4316
Puma concolor,-25.5785,-54.4316
Leopardus wiedii,-25.5785,-54.4316
Cerdocyon thous,-25.5785,-54.4316
Eira barbara,-25.5785,-54.4316
Galictis cuja,-25.5785,-54.4316
Procyon cancrivorus,-25.5785,-54.4316
Nasua nasua,-25.5785,-54.4316
Leopardus pardalis,-25.5538,-54.4025
Panthera onca,-25.5538,-54.4025
Puma concolor,-25.5538,-54.4025
Herpailurus yagouaroundi,-25.5538,-54.4025
Leopardus wiedii,-25.5538,-54.4025
Leopardus guttulus,-25.5538,-54.4025
Cerdocyon thous,-25.5538,-54.4025
Eira barbara,-25.5538,-54.4025
Galictis cuja,-25.5538,-54.4025
Procyon cancrivorus,-25.5538,-54.4025
Nasua nasua,-25.5538,-54.4025
Leopardus pardalis,-25.5981,-54.356
Panthera onca,-25.5981,-54.356
Puma concolor,-25.5981,-54.356
Herpailurus yagouaroundi,-25.5981,-54.356
Leopardus wiedii,-25.5981,-54.356
Leopardus guttulus,-25.5981,-54.356
Cerdocyon thous,-25.5981,-54.356
Eira barbara,-25.5981,-54.356
Galictis cuja,-25.5981,-54.356
Procyon cancrivorus,-25.5981,-54.356
Leopardus wiedii,-25.5616,-54.3678
Eira barbara,-25.5616,-54.3678
Leopardus pardalis,-25.5616,-54.3678
Panthera onca,-25.5616,-54.3678
Puma concolor,-25.5616,-54.3678
Herpailurus yagouaroundi,-25.5616,-54.3678
Leopardus guttulus,-25.5616,-54.3678
Cerdocyon thous,-25.5616,-54.3678
Galictis cuja,-25.5616,-54.3678
Procyon cancrivorus,-25.5616,-54.3678
Puma concolor,-25.5685,-54.3313
Herpailurus yagouaroundi,-25.5685,-54.3313
Leopardus wiedii,-25.5685,-54.3313
Leopardus guttulus,-25.5685,-54.3313
Cerdocyon thous,-25.5685,-54.3313
Eira barbara,-25.5685,-54.3313
Galictis cuja,-25.5685,-54.3313
Procyon cancrivorus,-25.5685,-54.3313
Leopardus pardalis,-25.5355,-54.3417
Panthera onca,-25.5355,-54.3417
Puma concolor,-25.5355,-54.3417
Herpailurus yagouaroundi,-25.5355,-54.3417
Leopardus wiedii,-25.5355,-54.3417
Leopardus guttulus,-25.5355,-54.3417
Cerdocyon thous,-25.5355,-54.3417
Eira barbara,-25.5355,-54.3417
Galictis cuja,-25.5355,-54.3417
Procyon cancrivorus,-25.5355,-54.3417
Leopardus pardalis,-25.549,-54.3012
Panthera onca,-25.549,-54.3012
Puma concolor,-25.549,-54.3012
Leopardus wiedii,-25.549,-54.3012
Leopardus guttulus,-25.549,-54.3012
Cerdocyon thous,-25.549,-54.3012
Eira barbara,-25.549,-54.3012
Galictis cuja,-25.549,-54.3012
Procyon cancrivorus,-25.549,-54.3012
Puma concolor,-25.5698,-54.2686
Leopardus wiedii,-25.5698,-54.2686
Leopardus guttulus,-25.5698,-54.2686
Galictis cuja,-25.5698,-54.2686
Procyon cancrivorus,-25.5698,-54.2686
Panthera onca,-25.5542,-54.2369
Herpailurus yagouaroundi,-25.5542,-54.2369
Leopardus wiedii,-25.5542,-54.2369
Leopardus guttulus,-25.5542,-54.2369
Cerdocyon thous,-25.5542,-54.2369
Eira barbara,-25.5542,-54.2369
Galictis cuja,-25.5542,-54.2369
Procyon cancrivorus,-25.5542,-54.2369
Nasua nasua,-25.5542,-54.2369
Panthera onca,-25.5207,-54.2309
Leopardus wiedii,-25.5207,-54.2309
Leopardus guttulus,-25.5207,-54.2309
Cerdocyon thous,-25.5207,-54.2309
Eira barbara,-25.5207,-54.2309
Galictis cuja,-25.5207,-54.2309
Procyon cancrivorus,-25.5207,-54.2309
Leopardus pardalis,-25.5641,-54.1988
Puma concolor,-25.5641,-54.1988
Herpailurus yagouaroundi,-25.5641,-54.1988
Leopardus wiedii,-25.5641,-54.1988
Leopardus guttulus,-25.5641,-54.1988
Cerdocyon thous,-25.5641,-54.1988
Eira barbara,-25.5641,-54.1988
Galictis cuja,-25.5641,-54.1988
Procyon cancrivorus,-25.5641,-54.1988
Leopardus pardalis,-25.5316,-54.1934
Herpailurus yagouaroundi,-25.5316,-54.1934
Leopardus wiedii,-25.5316,-54.1934
Leopardus guttulus,-25.5316,-54.1934
Cerdocyon thous,-25.5316,-54.1934
Eira barbara,-25.5316,-54.1934
Galictis cuja,-25.5316,-54.1934
Procyon cancrivorus,-25.5316,-54.1934
Leopardus pardalis,-25.4977,-54.1989
Panthera onca,-25.4977,-54.1989
Puma concolor,-25.4977,-54.1989
Herpailurus yagouaroundi,-25.4977,-54.1989
Leopardus wiedii,-25.4977,-54.1989
Leopardus guttulus,-25.4977,-54.1989
Cerdocyon thous,-25.4977,-54.1989
Eira barbara,-25.4977,-54.1989
Galictis cuja,-25.4977,-54.1989
Procyon cancrivorus,-25.4977,-54.1989
Leopardus pardalis,-25.5104,-54.1575
Panthera onca,-25.5104,-54.1575
Puma concolor,-25.5104,-54.1575
Herpailurus yagouaroundi,-25.5104,-54.1575
Leopardus wiedii,-25.5104,-54.1575
Leopardus guttulus,-25.5104,-54.1575
Cerdocyon thous,-25.5104,-54.1575
Eira barbara,-25.5104,-54.1575
Galictis cuja,-25.5104,-54.1575
Procyon cancrivorus,-25.5104,-54.1575
Leopardus pardalis,-25.4751,-54.1654
Panthera onca,-25.4751,-54.1654
Herpailurus yagouaroundi,-25.4751,-54.1654
Leopardus wiedii,-25.4751,-54.1654
Leopardus guttulus,-25.4751,-54.1654
Cerdocyon thous,-25.4751,-54.1654
Eira barbara,-25.4751,-54.1654
Galictis cuja,-25.4751,-54.1654
Procyon cancrivorus,-25.4751,-54.1654
Leopardus pardalis,-25.4929,-54.1263
Panthera onca,-25.4929,-54.1263
Puma concolor,-25.4929,-54.1263
Herpailurus yagouaroundi,-25.4929,-54.1263
Leopardus guttulus,-25.4929,-54.1263
Cerdocyon thous,-25.4929,-54.1263
Eira barbara,-25.4929,-54.1263
Galictis cuja,-25.4929,-54.1263
Procyon cancrivorus,-25.4929,-54.1263
Nasua nasua,-25.4929,-54.1263
Panthera onca,-25.5097,-54.0902
Herpailurus yagouaroundi,-25.5097,-54.0902
Leopardus guttulus,-25.5097,-54.0902
Cerdocyon thous,-25.5097,-54.0902
Eira barbara,-25.5097,-54.0902
Galictis cuja,-25.5097,-54.0902
Procyon cancrivorus,-25.5097,-54.0902
Nasua nasua,-25.5097,-54.0902
Panthera onca,-25.4759,-54.0926
Puma concolor,-25.4759,-54.0926
Herpailurus yagouaroundi,-25.4759,-54.0926
Leopardus wiedii,-25.4759,-54.0926
Leopardus guttulus,-25.4759,-54.0926
Cerdocyon thous,-25.4759,-54.0926
Eira barbara,-25.4759,-54.0926
Galictis cuja,-25.4759,-54.0926
Procyon cancrivorus,-25.4759,-54.0926
Panthera onca,-25.4921,-54.0582
Puma concolor,-25.4921,-54.0582
Herpailurus yagouaroundi,-25.4921,-54.0582
Leopardus wiedii,-25.4921,-54.0582
Leopardus guttulus,-25.4921,-54.0582
Cerdocyon thous,-25.4921,-54.0582
Galictis cuja,-25.4921,-54.0582
Procyon cancrivorus,-25.4921,-54.0582
Nasua nasua,-25.4921,-54.0582
Leopardus pardalis,-25.4547,-54.0625
Panthera onca,-25.4547,-54.0625
Puma concolor,-25.4547,-54.0625
Herpailurus yagouaroundi,-25.4547,-54.0625
Leopardus wiedii,-25.4547,-54.0625
Leopardus guttulus,-25.4547,-54.0625
Cerdocyon thous,-25.4547,-54.0625
Eira barbara,-25.4547,-54.0625
Galictis cuja,-25.4547,-54.0625
Procyon cancrivorus,-25.4547,-54.0625
Panthera onca,-25.5277,-54.0592
Puma concolor,-25.5277,-54.0592
Herpailurus yagouaroundi,-25.5277,-54.0592
Leopardus wiedii,-25.5277,-54.0592
Leopardus guttulus,-25.5277,-54.0592
Cerdocyon thous,-25.5277,-54.0592
Eira barbara,-25.5277,-54.0592
Nasua nasua,-25.5277,-54.0592
Panthera onca,-25.5419,-54.0985
Puma concolor,-25.5419,-54.0985
Herpailurus yagouaroundi,-25.5419,-54.0985
Leopardus wiedii,-25.5419,-54.0985
Leopardus guttulus,-25.5419,-54.0985
Cerdocyon thous,-25.5419,-54.0985
Galictis cuja,-25.5419,-54.0985
Procyon cancrivorus,-25.5419,-54.0985
Panthera onca,-25.5086,-54.026
Puma concolor,-25.5086,-54.026
Herpailurus yagouaroundi,-25.5086,-54.026
Leopardus wiedii,-25.5086,-54.026
Leopardus guttulus,-25.5086,-54.026
Cerdocyon thous,-25.5086,-54.026
Galictis cuja,-25.5086,-54.026
Leopardus pardalis,-25.4705,-54.0241
Panthera onca,-25.4705,-54.0241
Puma concolor,-25.4705,-54.0241
Herpailurus yagouaroundi,-25.4705,-54.0241
Leopardus wiedii,-25.4705,-54.0241
Leopardus guttulus,-25.4705,-54.0241
Cerdocyon thous,-25.4705,-54.0241
Eira barbara,-25.4705,-54.0241
Galictis cuja,-25.4705,-54.0241
Procyon cancrivorus,-25.4705,-54.0241
Panthera onca,-25.5609,-54.061
Puma concolor,-25.5609,-54.061
Herpailurus yagouaroundi,-25.5609,-54.061
Leopardus wiedii,-25.5609,-54.061
Leopardus guttulus,-25.5609,-54.061
Cerdocyon thous,-25.5609,-54.061
Galictis cuja,-25.5609,-54.061
Procyon cancrivorus,-25.5609,-54.061
Leopardus pardalis,-25.541,-54.0191
Panthera onca,-25.541,-54.0191
Puma concolor,-25.541,-54.0191
Herpailurus yagouaroundi,-25.541,-54.0191
Leopardus wiedii,-25.541,-54.0191
Eira barbara,-25.541,-54.0191
Galictis cuja,-25.541,-54.0191
Procyon cancrivorus,-25.541,-54.0191
Leopardus pardalis,-25.4907,-53.9944
Panthera onca,-25.4907,-53.9944
Puma concolor,-25.4907,-53.9944
Herpailurus yagouaroundi,-25.4907,-53.9944
Leopardus wiedii,-25.4907,-53.9944
Cerdocyon thous,-25.4907,-53.9944
Eira barbara,-25.4907,-53.9944
Galictis cuja,-25.4907,-53.9944
Procyon cancrivorus,-25.4907,-53.9944
Nasua nasua,-25.4907,-53.9944
Leopardus pardalis,-25.5231,-53.9875
Panthera onca,-25.5231,-53.9875
Puma concolor,-25.5231,-53.9875
Herpailurus yagouaroundi,-25.5231,-53.9875
Leopardus wiedii,-25.5231,-53.9875
Leopardus guttulus,-25.5231,-53.9875
Cerdocyon thous,-25.5231,-53.9875
Eira barbara,-25.5231,-53.9875
Galictis cuja,-25.5231,-53.9875
Procyon cancrivorus,-25.5231,-53.9875
Nasua nasua,-25.5231,-53.9875
Panthera onca,-25.4523,-53.9932
Puma concolor,-25.4523,-53.9932
Herpailurus yagouaroundi,-25.4523,-53.9932
Leopardus wiedii,-25.4523,-53.9932
